Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
1058,   3.719e-01,   3.129e-01,   3.979e-02,      -0.016,       0.000,       1.000,   9.482e-03,      1.6138
1059,   3.568e-01,   3.129e-01,   3.952e-02,      -0.024,       0.000,       1.000,   9.397e-03,      1.6513
1060,   3.418e-01,   3.129e-01,   3.913e-02,      -0.031,       0.000,       1.000,   9.303e-03,      1.6888
1061,   3.270e-01,   3.129e-01,   3.865e-02,      -0.038,       0.000,       0.999,   9.201e-03,      1.7261
1062,   3.123e-01,   3.129e-01,   3.806e-02,      -0.046,       0.000,       0.999,   9.090e-03,      1.7637
1063,   2.978e-01,   3.129e-01,   3.737e-02,      -0.053,       0.000,       0.999,   8.970e-03,      1.8019
1064,   2.836e-01,   3.129e-01,   3.660e-02,      -0.060,       0.000,       0.998,   8.842e-03,      1.8414
1065,   2.695e-01,   3.129e-01,   3.573e-02,      -0.067,       0.000,       0.998,   8.706e-03,      1.8787
1066,   2.557e-01,   3.129e-01,   3.478e-02,      -0.074,       0.000,       0.997,   8.561e-03,      1.9177
1067,   2.421e-01,   3.129e-01,   3.375e-02,      -0.080,       0.000,       0.997,   8.408e-03,      1.9585
1068,   2.288e-01,   3.129e-01,   3.266e-02,      -0.087,       0.000,       0.996,   8.246e-03,      2.0011
1069,   2.157e-01,   3.129e-01,   3.150e-02,      -0.093,       0.000,       0.996,   8.076e-03,      2.0463
1070,   2.030e-01,   3.129e-01,   3.028e-02,      -0.099,       0.000,       0.995,   7.899e-03,      2.0937
1071,   1.905e-01,   3.129e-01,   2.902e-02,      -0.106,       0.000,       0.994,   7.714e-03,      2.1416
1072,   1.783e-01,   3.129e-01,   2.770e-02,      -0.112,       0.000,       0.994,   7.521e-03,      2.1934
1073,   1.664e-01,   3.129e-01,   2.635e-02,      -0.117,       0.000,       0.993,   7.320e-03,      2.2492
1074,   1.549e-01,   3.129e-01,   2.497e-02,      -0.123,       0.000,       0.992,   7.112e-03,      2.3095
1075,   1.437e-01,   3.129e-01,   2.357e-02,      -0.128,       0.000,       0.992,   6.897e-03,      2.3755
1076,   1.329e-01,   3.129e-01,   2.215e-02,      -0.134,       0.000,       0.991,   6.675e-03,      2.4453
1077,   1.224e-01,   3.129e-01,   2.073e-02,      -0.139,       0.000,       0.990,   6.446e-03,      2.5214
1078,   1.123e-01,   3.129e-01,   1.930e-02,      -0.144,       0.000,       0.990,   6.210e-03,      2.6056
1079,   1.026e-01,   3.129e-01,   1.787e-02,      -0.148,      -0.000,       0.989,   5.967e-03,      2.6990
1080,   9.323e-02,   3.129e-01,   1.647e-02,      -0.153,      -0.000,       0.988,   5.718e-03,      2.8031
1081,   8.430e-02,   3.129e-01,   1.508e-02,      -0.157,       0.000,       0.988,   5.464e-03,      2.9194
1082,   7.578e-02,   3.129e-01,   1.372e-02,      -0.161,       0.000,       0.987,   5.203e-03,      3.0483
1083,   6.768e-02,   3.129e-01,   1.239e-02,      -0.165,       0.000,       0.986,   4.937e-03,      3.1952
1084,   6.001e-02,   3.129e-01,   1.110e-02,      -0.168,       0.000,       0.986,   4.666e-03,      3.3630
1085,   5.277e-02,   3.129e-01,   9.853e-03,      -0.172,       0.000,       0.985,   4.389e-03,      3.5560
1086,   4.597e-02,   3.129e-01,   8.663e-03,      -0.175,      -0.000,       0.985,   4.108e-03,      3.7801
1087,   3.962e-02,   3.129e-01,   7.529e-03,      -0.178,      -0.000,       0.984,   3.822e-03,      4.0414
1088,   3.372e-02,   3.129e-01,   6.458e-03,      -0.181,       0.000,       0.984,   3.532e-03,      4.3511
1089,   2.829e-02,   3.129e-01,   5.455e-03,      -0.183,       0.000,       0.983,   3.239e-03,      4.7234
1090,   2.332e-02,   3.129e-01,   4.525e-03,      -0.186,       0.000,       0.983,   2.941e-03,      5.1780
1091,   1.882e-02,   3.129e-01,   3.673e-03,      -0.188,       0.000,       0.982,   2.640e-03,      5.7439
1092,   1.479e-02,   3.129e-01,   2.903e-03,      -0.189,       0.000,       0.982,   2.337e-03,      6.4657
1093,   1.125e-02,   3.129e-01,   2.217e-03,      -0.191,       0.000,       0.982,   2.031e-03,      7.4145
1094,   8.181e-03,   3.129e-01,   1.619e-03,      -0.193,       0.000,       0.981,   1.722e-03,      8.7147
1095,   5.603e-03,   3.129e-01,   1.112e-03,      -0.194,       0.000,       0.981,   1.412e-03,     10.5998
1096,   3.512e-03,   3.129e-01,   6.990e-04,      -0.195,       0.000,       0.981,   1.100e-03,     13.5657
1097,   1.911e-03,   3.129e-01,   3.811e-04,      -0.195,       0.000,       0.981,   7.863e-04,     18.8860
1098,   8.017e-04,   3.129e-01,   1.601e-04,      -0.196,       0.000,       0.981,   4.721e-04,     31.0377
1099,   1.850e-04,   3.129e-01,   3.695e-05,      -0.196,       0.000,       0.981,   1.574e-04,     74.4412
Strip 12
1100,   9.999e-01,   9.309e-01,   8.207e-06,       0.132,      -0.000,       0.991,   1.519e-04,      0.0287
1101,   9.996e-01,   9.309e-01,   5.744e-05,       0.132,      -0.000,       0.991,   4.556e-04,      0.0506
1102,   9.987e-01,   9.309e-01,   1.722e-04,       0.132,      -0.000,       0.991,   7.588e-04,      0.0755
1103,   9.974e-01,   9.309e-01,   3.522e-04,       0.131,      -0.000,       0.991,   1.061e-03,      0.0991
1104,   9.955e-01,   9.309e-01,   5.966e-04,       0.131,       0.000,       0.991,   1.363e-03,      0.1245
1105,   9.932e-01,   9.309e-01,   9.050e-04,       0.130,      -0.000,       0.991,   1.662e-03,      0.1483
1106,   9.903e-01,   9.309e-01,   1.276e-03,       0.130,      -0.000,       0.992,   1.961e-03,      0.1739
1107,   9.870e-01,   9.309e-01,   1.708e-03,       0.129,      -0.000,       0.992,   2.257e-03,      0.1972
1108,   9.833e-01,   9.309e-01,   2.200e-03,       0.129,      -0.000,       0.992,   2.551e-03,      0.2236
1109,   9.790e-01,   9.309e-01,   2.751e-03,       0.127,      -0.000,       0.992,   2.842e-03,      0.2466
1110,   9.743e-01,   9.309e-01,   3.357e-03,       0.126,      -0.000,       0.992,   3.130e-03,      0.2715
1111,   9.691e-01,   9.309e-01,   4.018e-03,       0.125,       0.000,       0.992,   3.416e-03,      0.2971
1112,   9.634e-01,   9.309e-01,   4.731e-03,       0.124,       0.000,       0.992,   3.697e-03,      0.3202
1113,   9.573e-01,   9.309e-01,   5.492e-03,       0.123,       0.000,       0.992,   3.975e-03,      0.3450
1114,   9.507e-01,   9.309e-01,   6.302e-03,       0.121,       0.000,       0.993,   4.249e-03,      0.3708
1115,   9.437e-01,   9.309e-01,   7.156e-03,       0.119,       0.000,       0.993,   4.518e-03,      0.3940
1116,   9.362e-01,   9.309e-01,   8.050e-03,       0.118,       0.000,       0.993,   4.783e-03,      0.4182
1117,   9.283e-01,   9.309e-01,   8.982e-03,       0.116,      -0.000,       0.993,   5.043e-03,      0.4430
1118,   9.200e-01,   9.309e-01,   9.951e-03,       0.115,      -0.000,       0.993,   5.298e-03,      0.4686
1119,   9.113e-01,   9.309e-01,   1.095e-02,       0.112,      -0.000,       0.994,   5.547e-03,      0.4920
1120,   9.022e-01,   9.309e-01,   1.198e-02,       0.110,       0.000,       0.994,   5.791e-03,      0.5160
1121,   8.926e-01,   9.309e-01,   1.303e-02,       0.108,       0.000,       0.994,   6.029e-03,      0.5404
1122,   8.827e-01,   9.309e-01,   1.410e-02,       0.106,       0.000,       0.994,   6.261e-03,      0.5649
1123,   8.724e-01,   9.309e-01,   1.520e-02,       0.104,       0.000,       0.995,   6.487e-03,      0.5897
1124,   8.618e-01,   9.309e-01,   1.631e-02,       0.102,      -0.000,       0.995,   6.706e-03,      0.6146
1125,   8.507e-01,   9.309e-01,   1.742e-02,       0.099,      -0.000,       0.995,   6.918e-03,      0.6384
1126,   8.394e-01,   9.309e-01,   1.855e-02,       0.096,      -0.000,       0.995,   7.124e-03,      0.6626
1127,   8.277e-01,   9.309e-01,   1.967e-02,       0.094,      -0.000,       0.996,   7.322e-03,      0.6869
1128,   8.156e-01,   9.309e-01,   2.080e-02,       0.091,       0.000,       0.996,   7.513e-03,      0.7113
1129,   8.033e-01,   9.309e-01,   2.192e-02,       0.089,       0.000,       0.996,   7.697e-03,      0.7357
1130,   7.907e-01,   9.309e-01,   2.303e-02,       0.086,      -0.000,       0.996,   7.872e-03,      0.7602
1131,   7.778e-01,   9.309e-01,   2.414e-02,       0.083,      -0.000,       0.997,   8.040e-03,      0.7848
1132,   7.646e-01,   9.309e-01,   2.522e-02,       0.080,      -0.000,       0.997,   8.200e-03,      0.8094
1133,   7.511e-01,   9.309e-01,   2.629e-02,       0.077,      -0.000,       0.997,   8.352e-03,      0.8341
1134,   7.374e-01,   9.309e-01,   2.734e-02,       0.074,       0.000,       0.997,   8.496e-03,      0.8589
1135,   7.235e-01,   9.309e-01,   2.837e-02,       0.071,       0.000,       0.997,   8.631e-03,      0.8837
1136,   7.093e-01,   9.309e-01,   2.936e-02,       0.068,       0.000,       0.998,   8.757e-03,      0.9087
1137,   6.949e-01,   9.309e-01,   3.033e-02,       0.065,       0.000,       0.998,   8.875e-03,      0.9337
1138,   6.804e-01,   9.309e-01,   3.126e-02,       0.061,       0.000,       0.998,   8.985e-03,      0.9590
1139,   6.657e-01,   9.309e-01,   3.215e-02,       0.058,       0.000,       0.998,   9.085e-03,      0.9844
1140,   6.508e-01,   9.309e-01,   3.300e-02,       0.055,       0.000,       0.998,   9.177e-03,      1.0100
1141,   6.357e-01,   9.309e-01,   3.382e-02,       0.051,       0.000,       0.999,   9.259e-03,      1.0359
1142,   6.205e-01,   9.309e-01,   3.459e-02,       0.048,       0.000,       0.999,   9.333e-03,      1.0620
1143,   6.052e-01,   9.309e-01,   3.531e-02,       0.045,      -0.000,       0.999,   9.397e-03,      1.0885
1144,   5.898e-01,   9.309e-01,   3.599e-02,       0.041,      -0.000,       0.999,   9.452e-03,      1.1153
1145,   5.743e-01,   9.309e-01,   3.661e-02,       0.038,       0.000,       0.999,   9.498e-03,      1.1426
1146,   5.588e-01,   9.309e-01,   3.719e-02,       0.034,       0.000,       0.999,   9.534e-03,      1.1704
1147,   5.431e-01,   9.309e-01,   3.771e-02,       0.031,       0.000,       1.000,   9.562e-03,      1.1988
1148,   5.275e-01,   9.309e-01,   3.819e-02,       0.028,       0.000,       1.000,   9.580e-03,      1.2280
1149,   5.118e-01,   9.309e-01,   3.860e-02,       0.024,       0.000,       1.000,   9.588e-03,      1.2582
1150,   4.961e-01,   9.309e-01,   3.897e-02,       0.020,       0.000,       1.000,   9.587e-03,      1.2889
1151,   4.804e-01,   9.309e-01,   3.928e-02,       0.017,       0.000,       1.000,   9.577e-03,      1.3203
1152,   4.647e-01,   9.309e-01,   3.953e-02,       0.013,       0.000,       1.000,   9.558e-03,      1.3533
1153,   4.490e-01,   9.309e-01,   3.972e-02,       0.010,       0.000,       1.000,   9.529e-03,      1.3881
1154,   4.334e-01,   9.309e-01,   3.987e-02,       0.007,      -0.000,       1.000,   9.491e-03,      1.4256
1155,   4.179e-01,   9.309e-01,   3.995e-02,       0.003,      -0.000,       1.000,   9.444e-03,      1.4683
1156,   4.025e-01,   9.309e-01,   3.999e-02,      -0.001,       0.000,       1.000,   9.387e-03,      1.5162
1157,   3.871e-01,   9.309e-01,   3.994e-02,      -0.008,       0.000,       1.000,   9.322e-03,      1.5610
1158,   3.719e-01,   9.309e-01,   3.979e-02,      -0.016,       0.000,       1.000,   9.248e-03,      1.6015
1159,   3.568e-01,   9.309e-01,   3.952e-02,      -0.024,       0.000,       1.000,   9.165e-03,      1.6387
1160,   3.418e-01,   9.309e-01,   3.913e-02,      -0.031,       0.000,       1.000,   9.074e-03,      1.6758
1161,   3.270e-01,   9.309e-01,   3.865e-02,      -0.038,       0.000,       0.999,   8.974e-03,      1.7128
1162,   3.123e-01,   9.309e-01,   3.806e-02,      -0.046,       0.000,       0.999,   8.866e-03,      1.7499
1163,   2.978e-01,   9.309e-01,   3.737e-02,      -0.053,       0.000,       0.999,   8.749e-03,      1.7878
1164,   2.836e-01,   9.309e-01,   3.660e-02,      -0.060,       0.000,       0.998,   8.624e-03,      1.8269
1165,   2.695e-01,   9.309e-01,   3.573e-02,      -0.067,       0.000,       0.998,   8.491e-03,      1.8638
1166,   2.557e-01,   9.309e-01,   3.478e-02,      -0.074,       0.000,       0.997,   8.350e-03,      1.9023
1167,   2.421e-01,   9.309e-01,   3.375e-02,      -0.080,       0.000,       0.997,   8.201e-03,      1.9426
1168,   2.288e-01,   9.309e-01,   3.266e-02,      -0.087,       0.000,       0.996,   8.043e-03,      1.9848
1169,   2.157e-01,   9.309e-01,   3.150e-02,      -0.093,       0.000,       0.996,   7.878e-03,      2.0294
1170,   2.030e-01,   9.309e-01,   3.028e-02,      -0.099,       0.000,       0.995,   7.704e-03,      2.0763
1171,   1.905e-01,   9.309e-01,   2.902e-02,      -0.106,       0.000,       0.994,   7.524e-03,      2.1236
1172,   1.783e-01,   9.309e-01,   2.770e-02,      -0.112,       0.000,       0.994,   7.336e-03,      2.1748
1173,   1.664e-01,   9.309e-01,   2.635e-02,      -0.117,       0.000,       0.993,   7.140e-03,      2.2299
1174,   1.549e-01,   9.309e-01,   2.497e-02,      -0.123,       0.000,       0.992,   6.937e-03,      2.2895
1175,   1.437e-01,   9.309e-01,   2.357e-02,      -0.128,      -0.000,       0.992,   6.727e-03,      2.3547
1176,   1.329e-01,   9.309e-01,   2.215e-02,      -0.134,      -0.000,       0.991,   6.510e-03,      2.4237
1177,   1.224e-01,   9.309e-01,   2.073e-02,      -0.139,      -0.000,       0.990,   6.287e-03,      2.4988
1178,   1.123e-01,   9.309e-01,   1.930e-02,      -0.144,      -0.000,       0.990,   6.057e-03,      2.5821
1179,   1.026e-01,   9.309e-01,   1.787e-02,      -0.148,       0.000,       0.989,   5.820e-03,      2.6743
1180,   9.323e-02,   9.309e-01,   1.647e-02,      -0.153,       0.000,       0.988,   5.578e-03,      2.7772
1181,   8.430e-02,   9.309e-01,   1.508e-02,      -0.157,      -0.000,       0.988,   5.329e-03,      2.8922
1182,   7.578e-02,   9.309e-01,   1.372e-02,      -0.161,      -0.000,       0.987,   5.075e-03,      3.0196
1183,   6.768e-02,   9.309e-01,   1.239e-02,      -0.165,       0.000,       0.986,   4.816e-03,      3.1649
1184,   6.001e-02,   9.309e-01,   1.110e-02,      -0.168,       0.000,       0.986,   4.551e-03,      3.3307
1185,   5.277e-02,   9.309e-01,   9.853e-03,      -0.172,       0.000,       0.985,   4.281e-03,      3.5215
1186,   4.597e-02,   9.309e-01,   8.663e-03,      -0.175,       0.000,       0.985,   4.007e-03,      3.7432
1187,   3.962e-02,   9.309e-01,   7.529e-03,      -0.178,      -0.000,       0.984,   3.728e-03,      4.0017
1188,   3.372e-02,   9.309e-01,   6.458e-03,      -0.181,      -0.000,       0.984,   3.445e-03,      4.3080
1189,   2.829e-02,   9.309e-01,   5.455e-03,      -0.183,       0.000,       0.983,   3.159e-03,      4.6763
1190,   2.332e-02,   9.309e-01,   4.525e-03,      -0.186,       0.000,       0.983,   2.869e-03,      5.1259
1191,   1.882e-02,   9.309e-01,   3.673e-03,      -0.188,       0.000,       0.982,   2.575e-03,      5.6858
1192,   1.479e-02,   9.309e-01,   2.903e-03,      -0.189,       0.000,       0.982,   2.279e-03,      6.3999
1193,   1.125e-02,   9.309e-01,   2.217e-03,      -0.191,       0.000,       0.982,   1.981e-03,      7.3388
1194,   8.181e-03,   9.309e-01,   1.619e-03,      -0.193,       0.000,       0.981,   1.680e-03,      8.6253
1195,   5.603e-03,   9.309e-01,   1.112e-03,      -0.194,      -0.000,       0.981,   1.377e-03,     10.4907
1196,   3.512e-03,   9.309e-01,   6.990e-04,      -0.195,      -0.000,       0.981,   1.072e-03,     13.4256
1197,   1.911e-03,   9.309e-01,   3.811e-04,      -0.195,      -0.000,       0.981,   7.669e-04,     18.6906
1198,   8.017e-04,   9.309e-01,   1.601e-04,      -0.196,       0.000,       0.981,   4.605e-04,     30.7161
1199,   1.850e-04,   9.309e-01,   3.695e-05,      -0.196,       0.000,       0.981,   1.536e-04,     73.6696
Strip 13
1200,   9.999e-01,   1.526e+00,   8.207e-06,       0.132,       0.000,       0.991,   1.443e-04,      0.0283
1201,   9.996e-01,   1.526e+00,   5.744e-05,       0.132,      -0.000,       0.991,   4.329e-04,      0.0499
1202,   9.987e-01,   1.526e+00,   1.722e-04,       0.132,      -0.000,       0.991,   7.209e-04,      0.0744
1203,   9.974e-01,   1.526e+00,   3.522e-04,       0.131,      -0.000,       0.991,   1.008e-03,      0.0976
1204,   9.955e-01,   1.526e+00,   5.966e-04,       0.131,      -0.000,       0.991,   1.295e-03,      0.1227
1205,   9.932e-01,   1.526e+00,   9.050e-04,       0.130,      -0.000,       0.991,   1.580e-03,      0.1461
1206,   9.903e-01,   1.526e+00,   1.276e-03,       0.130,      -0.000,       0.992,   1.863e-03,      0.1713
1207,   9.870e-01,   1.526e+00,   1.708e-03,       0.129,       0.000,       0.992,   2.144e-03,      0.1943
1208,   9.833e-01,   1.526e+00,   2.200e-03,       0.129,       0.000,       0.992,   2.424e-03,      0.2203
1209,   9.790e-01,   1.526e+00,   2.751e-03,       0.127,       0.000,       0.992,   2.700e-03,      0.2429
1210,   9.743e-01,   1.526e+00,   3.357e-03,       0.126,      -0.000,       0.992,   2.974e-03,      0.2674
1211,   9.691e-01,   1.526e+00,   4.018e-03,       0.125,      -0.000,       0.992,   3.245e-03,      0.2926
1212,   9.634e-01,   1.526e+00,   4.731e-03,       0.124,      -0.000,       0.992,   3.513e-03,      0.3154
1213,   9.573e-01,   1.526e+00,   5.492e-03,       0.123,      -0.000,       0.992,   3.777e-03,      0.3397
1214,   9.507e-01,   1.526e+00,   6.302e-03,       0.121,       0.000,       0.993,   4.037e-03,      0.3652
1215,   9.437e-01,   1.526e+00,   7.156e-03,       0.119,      -0.000,       0.993,   4.293e-03,      0.3880
1216,   9.362e-01,   1.526e+00,   8.050e-03,       0.118,      -0.000,       0.993,   4.545e-03,      0.4118
1217,   9.283e-01,   1.526e+00,   8.982e-03,       0.116,       0.000,       0.993,   4.792e-03,      0.4362
1218,   9.200e-01,   1.526e+00,   9.951e-03,       0.115,       0.000,       0.993,   5.034e-03,      0.4614
1219,   9.113e-01,   1.526e+00,   1.095e-02,       0.112,       0.000,       0.994,   5.271e-03,      0.4845
1220,   9.022e-01,   1.526e+00,   1.198e-02,       0.110,       0.000,       0.994,   5.503e-03,      0.5081
1221,   8.926e-01,   1.526e+00,   1.303e-02,       0.108,       0.000,       0.994,   5.729e-03,      0.5320
1222,   8.827e-01,   1.526e+00,   1.410e-02,       0.106,      -0.000,       0.994,   5.949e-03,      0.5561
1223,   8.724e-01,   1.526e+00,   1.520e-02,       0.104,      -0.000,       0.995,   6.164e-03,      0.5806
1224,   8.618e-01,   1.526e+00,   1.631e-02,       0.102,       0.000,       0.995,   6.372e-03,      0.6050
1225,   8.507e-01,   1.526e+00,   1.742e-02,       0.099,       0.000,       0.995,   6.573e-03,      0.6284
1226,   8.394e-01,   1.526e+00,   1.855e-02,       0.096,      -0.000,       0.995,   6.769e-03,      0.6522
1227,   8.277e-01,   1.526e+00,   1.967e-02,       0.094,      -0.000,       0.996,   6.957e-03,      0.6760
1228,   8.156e-01,   1.526e+00,   2.080e-02,       0.091,      -0.000,       0.996,   7.138e-03,      0.7000
1229,   8.033e-01,   1.526e+00,   2.192e-02,       0.089,       0.000,       0.996,   7.313e-03,      0.7241
1230,   7.907e-01,   1.526e+00,   2.303e-02,       0.086,      -0.000,       0.996,   7.480e-03,      0.7481
1231,   7.778e-01,   1.526e+00,   2.414e-02,       0.083,      -0.000,       0.997,   7.639e-03,      0.7723
1232,   7.646e-01,   1.526e+00,   2.522e-02,       0.080,       0.000,       0.997,   7.791e-03,      0.7965
1233,   7.511e-01,   1.526e+00,   2.629e-02,       0.077,      -0.000,       0.997,   7.936e-03,      0.8207
1234,   7.374e-01,   1.526e+00,   2.734e-02,       0.074,      -0.000,       0.997,   8.072e-03,      0.8450
1235,   7.235e-01,   1.526e+00,   2.837e-02,       0.071,      -0.000,       0.997,   8.200e-03,      0.8694
1236,   7.093e-01,   1.526e+00,   2.936e-02,       0.068,      -0.000,       0.998,   8.321e-03,      0.8939
1237,   6.949e-01,   1.526e+00,   3.033e-02,       0.065,      -0.000,       0.998,   8.433e-03,      0.9186
1238,   6.804e-01,   1.526e+00,   3.126e-02,       0.061,       0.000,       0.998,   8.537e-03,      0.9434
1239,   6.657e-01,   1.526e+00,   3.215e-02,       0.058,       0.000,       0.998,   8.632e-03,      0.9683
1240,   6.508e-01,   1.526e+00,   3.300e-02,       0.055,      -0.000,       0.998,   8.719e-03,      0.9935
1241,   6.357e-01,   1.526e+00,   3.382e-02,       0.051,      -0.000,       0.999,   8.797e-03,      1.0189
1242,   6.205e-01,   1.526e+00,   3.459e-02,       0.048,      -0.000,       0.999,   8.867e-03,      1.0445
1243,   6.052e-01,   1.526e+00,   3.531e-02,       0.045,      -0.000,       0.999,   8.928e-03,      1.0705
1244,   5.898e-01,   1.526e+00,   3.599e-02,       0.041,       0.000,       0.999,   8.981e-03,      1.0969
1245,   5.743e-01,   1.526e+00,   3.661e-02,       0.038,       0.000,       0.999,   9.024e-03,      1.1237
1246,   5.588e-01,   1.526e+00,   3.719e-02,       0.034,       0.000,       0.999,   9.059e-03,      1.1510
1247,   5.431e-01,   1.526e+00,   3.771e-02,       0.031,      -0.000,       1.000,   9.085e-03,      1.1789
1248,   5.275e-01,   1.526e+00,   3.819e-02,       0.028,      -0.000,       1.000,   9.102e-03,      1.2075
1249,   5.118e-01,   1.526e+00,   3.860e-02,       0.024,      -0.000,       1.000,   9.110e-03,      1.2372
1250,   4.961e-01,   1.526e+00,   3.897e-02,       0.020,       0.000,       1.000,   9.109e-03,      1.2674
1251,   4.804e-01,   1.526e+00,   3.928e-02,       0.017,       0.000,       1.000,   9.100e-03,      1.2982
1252,   4.647e-01,   1.526e+00,   3.953e-02,       0.013,       0.000,       1.000,   9.081e-03,      1.3306
1253,   4.490e-01,   1.526e+00,   3.972e-02,       0.010,      -0.000,       1.000,   9.054e-03,      1.3649
1254,   4.334e-01,   1.526e+00,   3.987e-02,       0.007,      -0.000,       1.000,   9.018e-03,      1.4018
1255,   4.179e-01,   1.526e+00,   3.995e-02,       0.003,      -0.000,       1.000,   8.973e-03,      1.4440
1256,   4.025e-01,   1.526e+00,   3.999e-02,      -0.001,       0.000,       1.000,   8.919e-03,      1.4912
1257,   3.871e-01,   1.526e+00,   3.994e-02,      -0.008,       0.000,       1.000,   8.857e-03,      1.5354
1258,   3.719e-01,   1.526e+00,   3.979e-02,      -0.016,       0.000,       1.000,   8.787e-03,      1.5751
1259,   3.568e-01,   1.526e+00,   3.952e-02,      -0.024,      -0.000,       1.000,   8.708e-03,      1.6116
1260,   3.418e-01,   1.526e+00,   3.913e-02,      -0.031,      -0.000,       1.000,   8.622e-03,      1.6480
1261,   3.270e-01,   1.526e+00,   3.865e-02,      -0.038,      -0.000,       0.999,   8.527e-03,      1.6842
1262,   3.123e-01,   1.526e+00,   3.806e-02,      -0.046,      -0.000,       0.999,   8.424e-03,      1.7206
1263,   2.978e-01,   1.526e+00,   3.737e-02,      -0.053,      -0.000,       0.999,   8.313e-03,      1.7576
1264,   2.836e-01,   1.526e+00,   3.660e-02,      -0.060,       0.000,       0.998,   8.194e-03,      1.7958
1265,   2.695e-01,   1.526e+00,   3.573e-02,      -0.067,       0.000,       0.998,   8.068e-03,      1.8319
1266,   2.557e-01,   1.526e+00,   3.478e-02,      -0.074,       0.000,       0.997,   7.934e-03,      1.8695
1267,   2.421e-01,   1.526e+00,   3.375e-02,      -0.080,       0.000,       0.997,   7.792e-03,      1.9088
1268,   2.288e-01,   1.526e+00,   3.266e-02,      -0.087,       0.000,       0.996,   7.642e-03,      1.9499
1269,   2.157e-01,   1.526e+00,   3.150e-02,      -0.093,      -0.000,       0.996,   7.485e-03,      1.9935
1270,   2.030e-01,   1.526e+00,   3.028e-02,      -0.099,      -0.000,       0.995,   7.320e-03,      2.0392
1271,   1.905e-01,   1.526e+00,   2.902e-02,      -0.106,      -0.000,       0.994,   7.149e-03,      2.0853
1272,   1.783e-01,   1.526e+00,   2.770e-02,      -0.112,      -0.000,       0.994,   6.970e-03,      2.1351
1273,   1.664e-01,   1.526e+00,   2.635e-02,      -0.117,      -0.000,       0.993,   6.784e-03,      2.1888
1274,   1.549e-01,   1.526e+00,   2.497e-02,      -0.123,      -0.000,       0.992,   6.591e-03,      2.2469
1275,   1.437e-01,   1.526e+00,   2.357e-02,      -0.128,       0.000,       0.992,   6.391e-03,      2.3105
1276,   1.329e-01,   1.526e+00,   2.215e-02,      -0.134,       0.000,       0.991,   6.186e-03,      2.3777
1277,   1.224e-01,   1.526e+00,   2.073e-02,      -0.139,      -0.000,       0.990,   5.973e-03,      2.4509
1278,   1.123e-01,   1.526e+00,   1.930e-02,      -0.144,      -0.000,       0.990,   5.755e-03,      2.5321
1279,   1.026e-01,   1.526e+00,   1.787e-02,      -0.148,       0.000,       0.989,   5.530e-03,      2.6220
1280,   9.323e-02,   1.526e+00,   1.647e-02,      -0.153,       0.000,       0.988,   5.299e-03,      2.7224
1281,   8.430e-02,   1.526e+00,   1.508e-02,      -0.157,       0.000,       0.988,   5.063e-03,      2.8345
1282,   7.578e-02,   1.526e+00,   1.372e-02,      -0.161,       0.000,       0.987,   4.822e-03,      2.9588
1283,   6.768e-02,   1.526e+00,   1.239e-02,      -0.165,       0.000,       0.986,   4.576e-03,      3.1005
1284,   6.001e-02,   1.526e+00,   1.110e-02,      -0.168,      -0.000,       0.986,   4.324e-03,      3.2624
1285,   5.277e-02,   1.526e+00,   9.853e-03,      -0.172,      -0.000,       0.985,   4.068e-03,      3.4487
1286,   4.597e-02,   1.526e+00,   8.663e-03,      -0.175,       0.000,       0.985,   3.807e-03,      3.6652
1287,   3.962e-02,   1.526e+00,   7.529e-03,      -0.178,       0.000,       0.984,   3.542e-03,      3.9176
1288,   3.372e-02,   1.526e+00,   6.458e-03,      -0.181,       0.000,       0.984,   3.274e-03,      4.2168
1289,   2.829e-02,   1.526e+00,   5.455e-03,      -0.183,       0.000,       0.983,   3.001e-03,      4.5765
1290,   2.332e-02,   1.526e+00,   4.525e-03,      -0.186,      -0.000,       0.983,   2.726e-03,      5.0159
1291,   1.882e-02,   1.526e+00,   3.673e-03,      -0.188,      -0.000,       0.982,   2.447e-03,      5.5630
1292,   1.479e-02,   1.526e+00,   2.903e-03,      -0.189,      -0.000,       0.982,   2.166e-03,      6.2611
1293,   1.125e-02,   1.526e+00,   2.217e-03,      -0.191,      -0.000,       0.982,   1.882e-03,      7.1788
1294,   8.181e-03,   1.526e+00,   1.619e-03,      -0.193,      -0.000,       0.981,   1.596e-03,      8.4365
1295,   5.603e-03,   1.526e+00,   1.112e-03,      -0.194,      -0.000,       0.981,   1.308e-03,     10.2602
1296,   3.512e-03,   1.526e+00,   6.990e-04,      -0.195,       0.000,       0.981,   1.019e-03,     13.1300
1297,   1.911e-03,   1.526e+00,   3.811e-04,      -0.195,       0.000,       0.981,   7.287e-04,     18.2782
1298,   8.017e-04,   1.526e+00,   1.601e-04,      -0.196,       0.000,       0.981,   4.375e-04,     30.0375
1299,   1.850e-04,   1.526e+00,   3.695e-05,      -0.196,       0.000,       0.981,   1.459e-04,     72.0410
Strip 14
1300,   9.999e-01,   2.084e+00,   8.207e-06,       0.132,       0.000,       0.991,   1.332e-04,      0.0276
1301,   9.996e-01,   2.084e+00,   5.744e-05,       0.132,       0.000,       0.991,   3.995e-04,      0.0486
