Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
1758,   3.719e-01,   3.684e+00,   3.979e-02,      -0.016,       0.000,       1.000,   3.640e-03,      1.0038
1759,   3.568e-01,   3.684e+00,   3.952e-02,      -0.024,       0.000,       1.000,   3.607e-03,      1.0278
1760,   3.418e-01,   3.684e+00,   3.913e-02,      -0.031,       0.000,       1.000,   3.571e-03,      1.0516
1761,   3.270e-01,   3.684e+00,   3.865e-02,      -0.038,       0.000,       0.999,   3.532e-03,      1.0749
1762,   3.123e-01,   3.684e+00,   3.806e-02,      -0.046,       0.000,       0.999,   3.489e-03,      1.0980
1763,   2.978e-01,   3.684e+00,   3.737e-02,      -0.053,       0.000,       0.999,   3.443e-03,      1.1214
1764,   2.836e-01,   3.684e+00,   3.660e-02,      -0.060,       0.000,       0.998,   3.394e-03,      1.1455
1765,   2.695e-01,   3.684e+00,   3.573e-02,      -0.067,       0.000,       0.998,   3.342e-03,      1.1668
1766,   2.557e-01,   3.684e+00,   3.478e-02,      -0.074,       0.000,       0.997,   3.286e-03,      1.1893
1767,   2.421e-01,   3.684e+00,   3.375e-02,      -0.080,       0.000,       0.997,   3.227e-03,      1.2127
1768,   2.288e-01,   3.684e+00,   3.266e-02,      -0.087,       0.000,       0.996,   3.165e-03,      1.2372
1769,   2.157e-01,   3.684e+00,   3.150e-02,      -0.093,       0.000,       0.996,   3.100e-03,      1.2632
1770,   2.030e-01,   3.684e+00,   3.028e-02,      -0.099,       0.000,       0.995,   3.032e-03,      1.2903
1771,   1.905e-01,   3.684e+00,   2.902e-02,      -0.106,       0.000,       0.994,   2.961e-03,      1.3166
1772,   1.783e-01,   3.684e+00,   2.770e-02,      -0.112,       0.000,       0.994,   2.887e-03,      1.3454
1773,   1.664e-01,   3.684e+00,   2.635e-02,      -0.117,       0.000,       0.993,   2.810e-03,      1.3765
1774,   1.549e-01,   3.684e+00,   2.497e-02,      -0.123,       0.000,       0.992,   2.730e-03,      1.4103
1775,   1.437e-01,   3.684e+00,   2.357e-02,      -0.128,       0.000,       0.992,   2.647e-03,      1.4477
1776,   1.329e-01,   3.684e+00,   2.215e-02,      -0.134,       0.000,       0.991,   2.562e-03,      1.4863
1777,   1.224e-01,   3.684e+00,   2.073e-02,      -0.139,       0.000,       0.990,   2.474e-03,      1.5284
1778,   1.123e-01,   3.684e+00,   1.930e-02,      -0.144,       0.000,       0.990,   2.384e-03,      1.5754
1779,   1.026e-01,   3.684e+00,   1.787e-02,      -0.148,       0.000,       0.989,   2.291e-03,      1.6278
1780,   9.323e-02,   3.684e+00,   1.647e-02,      -0.153,       0.000,       0.988,   2.195e-03,      1.6864
1781,   8.430e-02,   3.684e+00,   1.508e-02,      -0.157,       0.000,       0.988,   2.097e-03,      1.7521
1782,   7.578e-02,   3.684e+00,   1.372e-02,      -0.161,       0.000,       0.987,   1.997e-03,      1.8243
1783,   6.768e-02,   3.684e+00,   1.239e-02,      -0.165,       0.000,       0.986,   1.895e-03,      1.9072
1784,   6.001e-02,   3.684e+00,   1.110e-02,      -0.168,       0.000,       0.986,   1.791e-03,      2.0022
1785,   5.277e-02,   3.684e+00,   9.853e-03,      -0.172,       0.000,       0.985,   1.685e-03,      2.1119
1786,   4.597e-02,   3.684e+00,   8.663e-03,      -0.175,       0.000,       0.985,   1.577e-03,      2.2398
1787,   3.962e-02,   3.684e+00,   7.529e-03,      -0.178,       0.000,       0.984,   1.467e-03,      2.3887
1788,   3.372e-02,   3.684e+00,   6.458e-03,      -0.181,       0.000,       0.984,   1.356e-03,      2.5657
1789,   2.829e-02,   3.684e+00,   5.455e-03,      -0.183,       0.000,       0.983,   1.243e-03,      2.7792
1790,   2.332e-02,   3.684e+00,   4.525e-03,      -0.186,       0.000,       0.983,   1.129e-03,      3.0405
1791,   1.882e-02,   3.684e+00,   3.673e-03,      -0.188,       0.000,       0.982,   1.014e-03,      3.3665
1792,   1.479e-02,   3.684e+00,   2.903e-03,      -0.189,       0.000,       0.982,   8.970e-04,      3.7832
1793,   1.125e-02,   3.684e+00,   2.217e-03,      -0.191,       0.000,       0.982,   7.795e-04,      4.3315
1794,   8.181e-03,   3.684e+00,   1.619e-03,      -0.193,       0.000,       0.981,   6.610e-04,      5.0841
1795,   5.603e-03,   3.684e+00,   1.112e-03,      -0.194,       0.000,       0.981,   5.419e-04,      6.1770
1796,   3.512e-03,   3.684e+00,   6.990e-04,      -0.195,       0.000,       0.981,   4.221e-04,      7.8983
1797,   1.911e-03,   3.684e+00,   3.811e-04,      -0.195,       0.000,       0.981,   3.018e-04,     10.9887
1798,   8.017e-04,   3.684e+00,   1.601e-04,      -0.196,       0.000,       0.981,   1.812e-04,     18.0512
1799,   1.850e-04,   3.684e+00,   3.695e-05,      -0.196,       0.000,       0.981,   6.043e-05,     43.2871
Strip 19
1800,   9.999e-01,   3.877e+00,   8.207e-06,       0.132,       0.000,       0.991,   3.647e-05,      0.0174
1801,   9.996e-01,   3.877e+00,   5.744e-05,       0.132,       0.000,       0.991,   1.094e-04,      0.0308
1802,   9.987e-01,   3.877e+00,   1.722e-04,       0.132,       0.000,       0.991,   1.822e-04,      0.0463
1803,   9.974e-01,   3.877e+00,   3.522e-04,       0.131,       0.000,       0.991,   2.548e-04,      0.0602
1804,   9.955e-01,   3.877e+00,   5.966e-04,       0.131,       0.000,       0.991,   3.271e-04,      0.0758
1805,   9.932e-01,   3.877e+00,   9.050e-04,       0.130,       0.000,       0.991,   3.991e-04,      0.0896
1806,   9.903e-01,   3.877e+00,   1.276e-03,       0.130,       0.000,       0.992,   4.707e-04,      0.1050
1807,   9.870e-01,   3.877e+00,   1.708e-03,       0.129,       0.000,       0.992,   5.418e-04,      0.1179
1808,   9.833e-01,   3.877e+00,   2.200e-03,       0.129,       0.000,       0.992,   6.124e-04,      0.1337
1809,   9.790e-01,   3.877e+00,   2.751e-03,       0.127,       0.000,       0.992,   6.823e-04,      0.1458
1810,   9.743e-01,   3.877e+00,   3.357e-03,       0.126,       0.000,       0.992,   7.515e-04,      0.1595
1811,   9.691e-01,   3.877e+00,   4.018e-03,       0.125,       0.000,       0.992,   8.200e-04,      0.1736
1812,   9.634e-01,   3.877e+00,   4.731e-03,       0.124,       0.000,       0.992,   8.876e-04,      0.1850
1813,   9.573e-01,   3.877e+00,   5.492e-03,       0.123,       0.000,       0.992,   9.543e-04,      0.1976
1814,   9.507e-01,   3.877e+00,   6.302e-03,       0.121,       0.000,       0.993,   1.020e-03,      0.2110
1815,   9.437e-01,   3.877e+00,   7.156e-03,       0.119,       0.000,       0.993,   1.085e-03,      0.2214
1816,   9.362e-01,   3.877e+00,   8.050e-03,       0.118,       0.000,       0.993,   1.148e-03,      0.2324
1817,   9.283e-01,   3.877e+00,   8.982e-03,       0.116,       0.000,       0.993,   1.211e-03,      0.2436
1818,   9.200e-01,   3.877e+00,   9.951e-03,       0.115,       0.000,       0.993,   1.272e-03,      0.2553
1819,   9.113e-01,   3.877e+00,   1.095e-02,       0.112,       0.000,       0.994,   1.332e-03,      0.2645
1820,   9.022e-01,   3.877e+00,   1.198e-02,       0.110,       0.000,       0.994,   1.390e-03,      0.2738
1821,   8.926e-01,   3.877e+00,   1.303e-02,       0.108,       0.000,       0.994,   1.448e-03,      0.2832
1822,   8.827e-01,   3.877e+00,   1.410e-02,       0.106,       0.000,       0.994,   1.503e-03,      0.2925
1823,   8.724e-01,   3.877e+00,   1.520e-02,       0.104,       0.000,       0.995,   1.557e-03,      0.3018
1824,   8.618e-01,   3.877e+00,   1.631e-02,       0.102,       0.000,       0.995,   1.610e-03,      0.3109
1825,   8.507e-01,   3.877e+00,   1.742e-02,       0.099,       0.000,       0.995,   1.661e-03,      0.3186
1826,   8.394e-01,   3.877e+00,   1.855e-02,       0.096,       0.000,       0.995,   1.710e-03,      0.3265
1827,   8.277e-01,   3.877e+00,   1.967e-02,       0.094,       0.000,       0.996,   1.758e-03,      0.3344
1828,   8.156e-01,   3.877e+00,   2.080e-02,       0.091,       0.000,       0.996,   1.804e-03,      0.3423
1829,   8.033e-01,   3.877e+00,   2.192e-02,       0.089,       0.000,       0.996,   1.848e-03,      0.3501
1830,   7.907e-01,   3.877e+00,   2.303e-02,       0.086,       0.000,       0.996,   1.890e-03,      0.3578
1831,   7.778e-01,   3.877e+00,   2.414e-02,       0.083,       0.000,       0.997,   1.930e-03,      0.3656
1832,   7.646e-01,   3.877e+00,   2.522e-02,       0.080,       0.000,       0.997,   1.969e-03,      0.3734
1833,   7.511e-01,   3.877e+00,   2.629e-02,       0.077,       0.000,       0.997,   2.005e-03,      0.3812
1834,   7.374e-01,   3.877e+00,   2.734e-02,       0.074,       0.000,       0.997,   2.040e-03,      0.3892
1835,   7.235e-01,   3.877e+00,   2.837e-02,       0.071,       0.000,       0.997,   2.072e-03,      0.3973
1836,   7.093e-01,   3.877e+00,   2.936e-02,       0.068,       0.000,       0.998,   2.102e-03,      0.4055
1837,   6.949e-01,   3.877e+00,   3.033e-02,       0.065,       0.000,       0.998,   2.131e-03,      0.4139
1838,   6.804e-01,   3.877e+00,   3.126e-02,       0.061,       0.000,       0.998,   2.157e-03,      0.4226
1839,   6.657e-01,   3.877e+00,   3.215e-02,       0.058,       0.000,       0.998,   2.181e-03,      0.4315
1840,   6.508e-01,   3.877e+00,   3.300e-02,       0.055,       0.000,       0.998,   2.203e-03,      0.4407
1841,   6.357e-01,   3.877e+00,   3.382e-02,       0.051,       0.000,       0.999,   2.223e-03,      0.4502
1842,   6.205e-01,   3.877e+00,   3.459e-02,       0.048,       0.000,       0.999,   2.241e-03,      0.4600
1843,   6.052e-01,   3.877e+00,   3.531e-02,       0.045,       0.000,       0.999,   2.256e-03,      0.4703
1844,   5.898e-01,   3.877e+00,   3.599e-02,       0.041,       0.000,       0.999,   2.269e-03,      0.4810
1845,   5.743e-01,   3.877e+00,   3.661e-02,       0.038,       0.000,       0.999,   2.280e-03,      0.4922
1846,   5.588e-01,   3.877e+00,   3.719e-02,       0.034,       0.000,       0.999,   2.289e-03,      0.5040
1847,   5.431e-01,   3.877e+00,   3.771e-02,       0.031,       0.000,       1.000,   2.296e-03,      0.5164
1848,   5.275e-01,   3.877e+00,   3.819e-02,       0.028,       0.000,       1.000,   2.300e-03,      0.5295
1849,   5.118e-01,   3.877e+00,   3.860e-02,       0.024,       0.000,       1.000,   2.302e-03,      0.5437
1850,   4.961e-01,   3.877e+00,   3.897e-02,       0.020,       0.000,       1.000,   2.302e-03,      0.5584
1851,   4.804e-01,   3.877e+00,   3.928e-02,       0.017,       0.000,       1.000,   2.299e-03,      0.5736
1852,   4.647e-01,   3.877e+00,   3.953e-02,       0.013,       0.000,       1.000,   2.295e-03,      0.5904
1853,   4.490e-01,   3.877e+00,   3.972e-02,       0.010,       0.000,       1.000,   2.288e-03,      0.6090
1854,   4.334e-01,   3.877e+00,   3.987e-02,       0.007,       0.000,       1.000,   2.279e-03,      0.6301
1855,   4.179e-01,   3.877e+00,   3.995e-02,       0.003,       0.000,       1.000,   2.267e-03,      0.6563
1856,   4.025e-01,   3.877e+00,   3.999e-02,      -0.001,       0.000,       1.000,   2.254e-03,      0.6872
1857,   3.871e-01,   3.877e+00,   3.994e-02,      -0.008,       0.000,       1.000,   2.238e-03,      0.7146
1858,   3.719e-01,   3.877e+00,   3.979e-02,      -0.016,       0.000,       1.000,   2.220e-03,      0.7372
1859,   3.568e-01,   3.877e+00,   3.952e-02,      -0.024,       0.000,       1.000,   2.200e-03,      0.7563
1860,   3.418e-01,   3.877e+00,   3.913e-02,      -0.031,       0.000,       1.000,   2.179e-03,      0.7751
1861,   3.270e-01,   3.877e+00,   3.865e-02,      -0.038,       0.000,       0.999,   2.155e-03,      0.7933
1862,   3.123e-01,   3.877e+00,   3.806e-02,      -0.046,       0.000,       0.999,   2.129e-03,      0.8112
1863,   2.978e-01,   3.877e+00,   3.737e-02,      -0.053,       0.000,       0.999,   2.101e-03,      0.8292
1864,   2.836e-01,   3.877e+00,   3.660e-02,      -0.060,       0.000,       0.998,   2.071e-03,      0.8478
1865,   2.695e-01,   3.877e+00,   3.573e-02,      -0.067,       0.000,       0.998,   2.039e-03,      0.8634
1866,   2.557e-01,   3.877e+00,   3.478e-02,      -0.074,       0.000,       0.997,   2.005e-03,      0.8799
1867,   2.421e-01,   3.877e+00,   3.375e-02,      -0.080,       0.000,       0.997,   1.969e-03,      0.8971
1868,   2.288e-01,   3.877e+00,   3.266e-02,      -0.087,       0.000,       0.996,   1.931e-03,      0.9150
1869,   2.157e-01,   3.877e+00,   3.150e-02,      -0.093,       0.000,       0.996,   1.891e-03,      0.9341
1870,   2.030e-01,   3.877e+00,   3.028e-02,      -0.099,       0.000,       0.995,   1.850e-03,      0.9540
1871,   1.905e-01,   3.877e+00,   2.902e-02,      -0.106,       0.000,       0.994,   1.806e-03,      0.9727
1872,   1.783e-01,   3.877e+00,   2.770e-02,      -0.112,       0.000,       0.994,   1.761e-03,      0.9935
1873,   1.664e-01,   3.877e+00,   2.635e-02,      -0.117,       0.000,       0.993,   1.714e-03,      1.0161
1874,   1.549e-01,   3.877e+00,   2.497e-02,      -0.123,       0.000,       0.992,   1.665e-03,      1.0408
1875,   1.437e-01,   3.877e+00,   2.357e-02,      -0.128,       0.000,       0.992,   1.615e-03,      1.0685
1876,   1.329e-01,   3.877e+00,   2.215e-02,      -0.134,       0.000,       0.991,   1.563e-03,      1.0967
1877,   1.224e-01,   3.877e+00,   2.073e-02,      -0.139,       0.000,       0.990,   1.509e-03,      1.1277
1878,   1.123e-01,   3.877e+00,   1.930e-02,      -0.144,       0.000,       0.990,   1.454e-03,      1.1626
1879,   1.026e-01,   3.877e+00,   1.787e-02,      -0.148,       0.000,       0.989,   1.397e-03,      1.2018
1880,   9.323e-02,   3.877e+00,   1.647e-02,      -0.153,       0.000,       0.988,   1.339e-03,      1.2460
1881,   8.430e-02,   3.877e+00,   1.508e-02,      -0.157,       0.000,       0.988,   1.279e-03,      1.2956
1882,   7.578e-02,   3.877e+00,   1.372e-02,      -0.161,       0.000,       0.987,   1.218e-03,      1.3499
1883,   6.768e-02,   3.877e+00,   1.239e-02,      -0.165,       0.000,       0.986,   1.156e-03,      1.4127
1884,   6.001e-02,   3.877e+00,   1.110e-02,      -0.168,       0.000,       0.986,   1.093e-03,      1.4848
1885,   5.277e-02,   3.877e+00,   9.853e-03,      -0.172,       0.000,       0.985,   1.028e-03,      1.5681
1886,   4.597e-02,   3.877e+00,   8.663e-03,      -0.175,       0.000,       0.985,   9.620e-04,      1.6654
1887,   3.962e-02,   3.877e+00,   7.529e-03,      -0.178,       0.000,       0.984,   8.951e-04,      1.7783
1888,   3.372e-02,   3.877e+00,   6.458e-03,      -0.181,       0.000,       0.984,   8.272e-04,      1.9125
1889,   2.829e-02,   3.877e+00,   5.455e-03,      -0.183,       0.000,       0.983,   7.584e-04,      2.0742
1890,   2.332e-02,   3.877e+00,   4.525e-03,      -0.186,       0.000,       0.983,   6.887e-04,      2.2720
1891,   1.882e-02,   3.877e+00,   3.673e-03,      -0.188,       0.000,       0.982,   6.183e-04,      2.5184
1892,   1.479e-02,   3.877e+00,   2.903e-03,      -0.189,       0.000,       0.982,   5.472e-04,      2.8331
1893,   1.125e-02,   3.877e+00,   2.217e-03,      -0.191,       0.000,       0.982,   4.755e-04,      3.2467
1894,   8.181e-03,   3.877e+00,   1.619e-03,      -0.193,       0.000,       0.981,   4.033e-04,      3.8137
1895,   5.603e-03,   3.877e+00,   1.112e-03,      -0.194,       0.000,       0.981,   3.306e-04,      4.6366
1896,   3.512e-03,   3.877e+00,   6.990e-04,      -0.195,       0.000,       0.981,   2.575e-04,      5.9318
1897,   1.911e-03,   3.877e+00,   3.811e-04,      -0.195,       0.000,       0.981,   1.841e-04,      8.2560
1898,   8.017e-04,   3.877e+00,   1.601e-04,      -0.196,       0.000,       0.981,   1.106e-04,     13.5656
1899,   1.850e-04,   3.877e+00,   3.695e-05,      -0.196,       0.000,       0.981,   3.687e-05,     32.5345
Strip 20
1900,   9.999e-01,   3.975e+00,   8.207e-06,       0.132,       0.000,       0.991,   1.226e-05,      0.0286
1901,   9.996e-01,   3.975e+00,   5.744e-05,       0.132,       0.000,       0.991,   3.676e-05,      0.0502
1902,   9.987e-01,   3.975e+00,   1.722e-04,       0.132,       0.000,       0.991,   6.122e-05,      0.0742
1903,   9.974e-01,   3.975e+00,   3.522e-04,       0.131,       0.000,       0.991,   8.562e-05,      0.0961
1904,   9.955e-01,   3.975e+00,   5.966e-04,       0.131,       0.000,       0.991,   1.099e-04,      0.1186
1905,   9.932e-01,   3.975e+00,   9.050e-04,       0.130,       0.000,       0.991,   1.341e-04,      0.1381
1906,   9.903e-01,   3.975e+00,   1.276e-03,       0.130,       0.000,       0.992,   1.582e-04,      0.1578
1907,   9.870e-01,   3.975e+00,   1.708e-03,       0.129,       0.000,       0.992,   1.821e-04,      0.1734
1908,   9.833e-01,   3.975e+00,   2.200e-03,       0.129,       0.000,       0.992,   2.058e-04,      0.1903
1909,   9.790e-01,   3.975e+00,   2.751e-03,       0.127,       0.000,       0.992,   2.293e-04,      0.2017
1910,   9.743e-01,   3.975e+00,   3.357e-03,       0.126,       0.000,       0.992,   2.526e-04,      0.2131
1911,   9.691e-01,   3.975e+00,   4.018e-03,       0.125,       0.000,       0.992,   2.756e-04,      0.2232
1912,   9.634e-01,   3.975e+00,   4.731e-03,       0.124,       0.000,       0.992,   2.983e-04,      0.2291
1913,   9.573e-01,   3.975e+00,   5.492e-03,       0.123,       0.000,       0.992,   3.207e-04,      0.2351
1914,   9.507e-01,   3.975e+00,   6.302e-03,       0.121,       0.000,       0.993,   3.428e-04,      0.2406
1915,   9.437e-01,   3.975e+00,   7.156e-03,       0.119,       0.000,       0.993,   3.646e-04,      0.2422
1916,   9.362e-01,   3.975e+00,   8.050e-03,       0.118,       0.000,       0.993,   3.859e-04,      0.2436
1917,   9.283e-01,   3.975e+00,   8.982e-03,       0.116,       0.000,       0.993,   4.069e-04,      0.2448
1918,   9.200e-01,   3.975e+00,   9.951e-03,       0.115,       0.000,       0.993,   4.275e-04,      0.2461
1919,   9.113e-01,   3.975e+00,   1.095e-02,       0.112,       0.000,       0.994,   4.476e-04,      0.2445
1920,   9.022e-01,   3.975e+00,   1.198e-02,       0.110,       0.000,       0.994,   4.673e-04,      0.2431
1921,   8.926e-01,   3.975e+00,   1.303e-02,       0.108,       0.000,       0.994,   4.865e-04,      0.2418
1922,   8.827e-01,   3.975e+00,   1.410e-02,       0.106,       0.000,       0.994,   5.052e-04,      0.2405
1923,   8.724e-01,   3.975e+00,   1.520e-02,       0.104,       0.000,       0.995,   5.234e-04,      0.2393
1924,   8.618e-01,   3.975e+00,   1.631e-02,       0.102,       0.000,       0.995,   5.411e-04,      0.2380
