XCP=,0.493302,,,,,,,,,
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp,,
Main WingCp Coefficients,,,,,,,,,,
Strip 1,,,,,,,,,,
2713,8.36E-01,5.64E-01,1.88E-02,0.095,0,0.995,2.95E-03,0.393,,
2714,8.13E-01,5.64E-01,2.11E-02,0.09,0,0.996,3.10E-03,0.4149,,
2715,7.87E-01,5.64E-01,2.33E-02,0.084,0,0.996,3.24E-03,0.4359,,
2716,7.61E-01,5.64E-01,2.55E-02,0.079,0,0.997,3.37E-03,0.4556,,
2717,7.34E-01,5.64E-01,2.76E-02,0.072,0,0.997,3.49E-03,0.4743,,
2718,7.06E-01,5.64E-01,2.96E-02,0.066,0,0.998,3.59E-03,0.4917,,
2719,6.77E-01,5.64E-01,3.15E-02,0.06,0,0.998,3.68E-03,0.508,,
2720,6.47E-01,5.64E-01,3.32E-02,0.053,0,0.999,3.76E-03,0.5232,,
2721,6.17E-01,5.64E-01,3.48E-02,0.046,0,0.999,3.82E-03,0.5375,,
2722,5.86E-01,5.64E-01,3.61E-02,0.04,0,0.999,3.86E-03,0.551,,
2723,5.55E-01,5.64E-01,3.73E-02,0.033,0,0.999,3.89E-03,0.5641,,
2724,5.24E-01,5.64E-01,3.83E-02,0.026,0,1,3.91E-03,0.5776,,
2725,4.92E-01,5.64E-01,3.90E-02,0.019,0,1,3.91E-03,0.5909,0.5635,0.5909
2726,4.61E-01,5.64E-01,3.96E-02,0.012,0,1,3.89E-03,0.6065,,
2727,4.30E-01,5.64E-01,3.99E-02,0.005,0,1,3.86E-03,0.6312,,
2728,3.99E-01,5.64E-01,4.00E-02,-0.005,0,1,3.81E-03,0.6606,,
2729,3.68E-01,5.64E-01,3.97E-02,-0.02,0,1,3.75E-03,0.6691,,
2730,3.38E-01,5.64E-01,3.90E-02,-0.035,0,0.999,3.68E-03,0.6675,,
2731,3.09E-01,5.64E-01,3.79E-02,-0.049,0,0.999,3.59E-03,0.6601,,
2732,2.80E-01,5.64E-01,3.64E-02,-0.063,0,0.998,3.49E-03,0.6454,,
2733,2.52E-01,5.64E-01,3.45E-02,-0.077,0,0.997,3.37E-03,0.6244,,
2734,2.26E-01,5.64E-01,3.24E-02,-0.09,0,0.996,3.25E-03,0.6005,,
2735,2.00E-01,5.64E-01,3.00E-02,-0.103,0,0.995,3.10E-03,0.5705,,
2736,1.75E-01,5.64E-01,2.74E-02,-0.115,0,0.993,2.95E-03,0.5362,,
2737,1.52E-01,5.64E-01,2.46E-02,-0.125,0,0.992,2.79E-03,0.4999,,
2738,1.30E-01,5.64E-01,2.18E-02,-0.136,0,0.991,2.61E-03,0.4576,,
2739,1.10E-01,5.64E-01,1.89E-02,-0.146,0,0.989,2.42E-03,0.4129,,
2740,9.11E-02,5.64E-01,1.61E-02,-0.155,0,0.988,2.22E-03,0.3656,,
2741,7.38E-02,5.64E-01,1.34E-02,-0.163,0,0.987,2.02E-03,0.3127,,
2742,5.83E-02,5.64E-01,1.08E-02,-0.17,0,0.985,1.80E-03,0.2574,,
2743,4.45E-02,5.64E-01,8.39E-03,-0.176,0,0.984,1.58E-03,0.1973,,
2744,3.25E-02,5.64E-01,6.22E-03,-0.182,0,0.983,1.35E-03,0.1305,,
2745,2.23E-02,5.64E-01,4.33E-03,-0.187,0,0.982,1.11E-03,0.0553,,
2746,1.40E-02,5.64E-01,2.75E-03,-0.19,0,0.982,8.68E-04,-0.0356,,
2747,7.63E-03,5.64E-01,1.51E-03,-0.193,0,0.981,6.23E-04,-0.1596,,
2748,3.20E-03,5.64E-01,6.38E-04,-0.195,0,0.981,3.75E-04,-0.3775,,
2749,7.40E-04,5.64E-01,1.48E-04,-0.196,0,0.981,1.25E-04,-1.0235,,
Strip 56,,,,,,,,,,
2750,1.00E+00,6.88E-01,3.28E-05,0.132,0,0.991,1.23E-04,0.0369,,
2751,9.98E-01,6.88E-01,2.29E-04,0.132,0,0.991,3.69E-04,0.0642,,
2752,9.95E-01,6.88E-01,6.85E-04,0.131,0,0.991,6.14E-04,0.0943,,
2753,9.89E-01,6.88E-01,1.40E-03,0.129,0,0.992,8.55E-04,0.1243,,
2754,9.82E-01,6.88E-01,2.35E-03,0.128,0,0.992,1.09E-03,0.154,,
2755,9.73E-01,6.88E-01,3.53E-03,0.126,0,0.992,1.33E-03,0.184,,
2756,9.62E-01,6.88E-01,4.93E-03,0.123,0,0.992,1.56E-03,0.2123,,
2757,9.49E-01,6.88E-01,6.52E-03,0.12,0,0.993,1.78E-03,0.2406,,
2758,9.34E-01,6.88E-01,8.29E-03,0.117,0,0.993,1.99E-03,0.2682,,
2759,9.18E-01,6.88E-01,1.02E-02,0.113,0,0.994,2.20E-03,0.2951,,
2760,9.00E-01,6.88E-01,1.23E-02,0.109,0,0.994,2.40E-03,0.3204,,
2761,8.80E-01,6.88E-01,1.44E-02,0.105,0,0.994,2.59E-03,0.3461,,
2762,8.59E-01,6.88E-01,1.66E-02,0.1,0,0.995,2.76E-03,0.3701,,
2763,8.36E-01,6.88E-01,1.88E-02,0.095,0,0.995,2.93E-03,0.3927,,
2764,8.13E-01,6.88E-01,2.11E-02,0.09,0,0.996,3.09E-03,0.4146,,
2765,7.87E-01,6.88E-01,2.33E-02,0.084,0,0.996,3.23E-03,0.4355,,
2766,7.61E-01,6.88E-01,2.55E-02,0.079,0,0.997,3.36E-03,0.4553,,
2767,7.34E-01,6.88E-01,2.76E-02,0.072,0,0.997,3.47E-03,0.4739,,
2768,7.06E-01,6.88E-01,2.96E-02,0.066,0,0.998,3.58E-03,0.4913,,
2769,6.77E-01,6.88E-01,3.15E-02,0.06,0,0.998,3.67E-03,0.5075,,
2770,6.47E-01,6.88E-01,3.32E-02,0.053,0,0.999,3.74E-03,0.5227,,
2771,6.17E-01,6.88E-01,3.48E-02,0.046,0,0.999,3.80E-03,0.537,,
2772,5.86E-01,6.88E-01,3.61E-02,0.04,0,0.999,3.84E-03,0.5505,,
2773,5.55E-01,6.88E-01,3.73E-02,0.033,0,0.999,3.87E-03,0.5636,,
2774,5.24E-01,6.88E-01,3.83E-02,0.026,0,1,3.89E-03,0.5771,,
2775,4.92E-01,6.88E-01,3.90E-02,0.019,0,1,3.89E-03,0.5903,0.6876,0.5903
2776,4.61E-01,6.88E-01,3.96E-02,0.012,0,1,3.87E-03,0.6059,,
2777,4.30E-01,6.88E-01,3.99E-02,0.005,0,1,3.84E-03,0.6306,,
2778,3.99E-01,6.88E-01,4.00E-02,-0.005,0,1,3.80E-03,0.6599,,
2779,3.68E-01,6.88E-01,3.97E-02,-0.02,0,1,3.74E-03,0.6684,,
2780,3.38E-01,6.88E-01,3.90E-02,-0.035,0,0.999,3.66E-03,0.6668,,
2781,3.09E-01,6.88E-01,3.79E-02,-0.049,0,0.999,3.57E-03,0.6593,,
2782,2.80E-01,6.88E-01,3.64E-02,-0.063,0,0.998,3.47E-03,0.6446,,
2783,2.52E-01,6.88E-01,3.45E-02,-0.077,0,0.997,3.36E-03,0.6235,,
2784,2.26E-01,6.88E-01,3.24E-02,-0.09,0,0.996,3.23E-03,0.5995,,
2785,2.00E-01,6.88E-01,3.00E-02,-0.103,0,0.995,3.09E-03,0.5695,,
2786,1.75E-01,6.88E-01,2.74E-02,-0.115,0,0.993,2.94E-03,0.5352,,
2787,1.52E-01,6.88E-01,2.46E-02,-0.125,0,0.992,2.77E-03,0.4988,,
2788,1.30E-01,6.88E-01,2.18E-02,-0.136,0,0.991,2.60E-03,0.4564,,
2789,1.10E-01,6.88E-01,1.89E-02,-0.146,0,0.989,2.41E-03,0.4116,,
2790,9.11E-02,6.88E-01,1.61E-02,-0.155,0,0.988,2.21E-03,0.3641,,
2791,7.38E-02,6.88E-01,1.34E-02,-0.163,0,0.987,2.01E-03,0.3111,,
2792,5.83E-02,6.88E-01,1.08E-02,-0.17,0,0.985,1.79E-03,0.2556,,
2793,4.45E-02,6.88E-01,8.39E-03,-0.176,0,0.984,1.57E-03,0.1952,,
2794,3.25E-02,6.88E-01,6.22E-03,-0.182,0,0.983,1.34E-03,0.128,,
2795,2.23E-02,6.88E-01,4.33E-03,-0.187,0,0.982,1.10E-03,0.0523,,
2796,1.40E-02,6.88E-01,2.75E-03,-0.19,0,0.982,8.64E-04,-0.0394,,
2797,7.63E-03,6.88E-01,1.51E-03,-0.193,0,0.981,6.20E-04,-0.1649,,
2798,3.20E-03,6.88E-01,6.38E-04,-0.195,0,0.981,3.73E-04,-0.3863,,
2799,7.40E-04,6.88E-01,1.48E-04,-0.196,0,0.981,1.25E-04,-1.0445,,
Strip 57,,,,,,,,,,
2800,1.00E+00,8.11E-01,3.28E-05,0.132,0,0.991,1.23E-04,0.0368,,
2801,9.98E-01,8.11E-01,2.29E-04,0.132,0,0.991,3.67E-04,0.0642,,
2802,9.95E-01,8.11E-01,6.85E-04,0.131,0,0.991,6.10E-04,0.0942,,
2803,9.89E-01,8.11E-01,1.40E-03,0.129,0,0.992,8.50E-04,0.1242,,
2804,9.82E-01,8.11E-01,2.35E-03,0.128,0,0.992,1.09E-03,0.1538,,
2805,9.73E-01,8.11E-01,3.53E-03,0.126,0,0.992,1.32E-03,0.1839,,
2806,9.62E-01,8.11E-01,4.93E-03,0.123,0,0.992,1.55E-03,0.2121,,
2807,9.49E-01,8.11E-01,6.52E-03,0.12,0,0.993,1.77E-03,0.2404,,
2808,9.34E-01,8.11E-01,8.29E-03,0.117,0,0.993,1.98E-03,0.268,,
2809,9.18E-01,8.11E-01,1.02E-02,0.113,0,0.994,2.19E-03,0.2948,,
2810,9.00E-01,8.11E-01,1.23E-02,0.109,0,0.994,2.38E-03,0.3201,,
2811,8.80E-01,8.11E-01,1.44E-02,0.105,0,0.994,2.57E-03,0.3458,,
2812,8.59E-01,8.11E-01,1.66E-02,0.1,0,0.995,2.75E-03,0.3698,,
2813,8.36E-01,8.11E-01,1.88E-02,0.095,0,0.995,2.91E-03,0.3923,,
2814,8.13E-01,8.11E-01,2.11E-02,0.09,0,0.996,3.07E-03,0.4142,,
2815,7.87E-01,8.11E-01,2.33E-02,0.084,0,0.996,3.21E-03,0.4351,,
2816,7.61E-01,8.11E-01,2.55E-02,0.079,0,0.997,3.34E-03,0.4548,,
2817,7.34E-01,8.11E-01,2.76E-02,0.072,0,0.997,3.45E-03,0.4734,,
2818,7.06E-01,8.11E-01,2.96E-02,0.066,0,0.998,3.56E-03,0.4908,,
2819,6.77E-01,8.11E-01,3.15E-02,0.06,0,0.998,3.64E-03,0.507,,
2820,6.47E-01,8.11E-01,3.32E-02,0.053,0,0.999,3.72E-03,0.5222,,
2821,6.17E-01,8.11E-01,3.48E-02,0.046,0,0.999,3.78E-03,0.5364,,
2822,5.86E-01,8.11E-01,3.61E-02,0.04,0,0.999,3.82E-03,0.5499,,
2823,5.55E-01,8.11E-01,3.73E-02,0.033,0,0.999,3.85E-03,0.5629,,
2824,5.24E-01,8.11E-01,3.83E-02,0.026,0,1,3.86E-03,0.5764,,
2825,4.92E-01,8.11E-01,3.90E-02,0.019,0,1,3.86E-03,0.5896,0.811,0.5896
2826,4.61E-01,8.11E-01,3.96E-02,0.012,0,1,3.85E-03,0.6051,,
2827,4.30E-01,8.11E-01,3.99E-02,0.005,0,1,3.82E-03,0.6298,,
2828,3.99E-01,8.11E-01,4.00E-02,-0.005,0,1,3.77E-03,0.6591,,
2829,3.68E-01,8.11E-01,3.97E-02,-0.02,0,1,3.71E-03,0.6675,,
2830,3.38E-01,8.11E-01,3.90E-02,-0.035,0,0.999,3.64E-03,0.6658,,
2831,3.09E-01,8.11E-01,3.79E-02,-0.049,0,0.999,3.55E-03,0.6584,,
2832,2.80E-01,8.11E-01,3.64E-02,-0.063,0,0.998,3.45E-03,0.6436,,
2833,2.52E-01,8.11E-01,3.45E-02,-0.077,0,0.997,3.34E-03,0.6224,,
2834,2.26E-01,8.11E-01,3.24E-02,-0.09,0,0.996,3.21E-03,0.5984,,
2835,2.00E-01,8.11E-01,3.00E-02,-0.103,0,0.995,3.07E-03,0.5683,,
2836,1.75E-01,8.11E-01,2.74E-02,-0.115,0,0.993,2.92E-03,0.5339,,
2837,1.52E-01,8.11E-01,2.46E-02,-0.125,0,0.992,2.76E-03,0.4974,,
2838,1.30E-01,8.11E-01,2.18E-02,-0.136,0,0.991,2.58E-03,0.4549,,
2839,1.10E-01,8.11E-01,1.89E-02,-0.146,0,0.989,2.40E-03,0.4099,,
2840,9.11E-02,8.11E-01,1.61E-02,-0.155,0,0.988,2.20E-03,0.3623,,
2841,7.38E-02,8.11E-01,1.34E-02,-0.163,0,0.987,1.99E-03,0.3092,,
2842,5.83E-02,8.11E-01,1.08E-02,-0.17,0,0.985,1.78E-03,0.2534,,
2843,4.45E-02,8.11E-01,8.39E-03,-0.176,0,0.984,1.56E-03,0.1927,,
2844,3.25E-02,8.11E-01,6.22E-03,-0.182,0,0.983,1.33E-03,0.125,,
2845,2.23E-02,8.11E-01,4.33E-03,-0.187,0,0.982,1.10E-03,0.0487,,
2846,1.40E-02,8.11E-01,2.75E-03,-0.19,0,0.982,8.59E-04,-0.044,,
2847,7.63E-03,8.11E-01,1.51E-03,-0.193,0,0.981,6.16E-04,-0.1714,,
2848,3.20E-03,8.11E-01,6.38E-04,-0.195,0,0.981,3.71E-04,-0.3968,,
2849,7.40E-04,8.11E-01,1.48E-04,-0.196,0,0.981,1.24E-04,-1.0699,,
Strip 58,,,,,,,,,,
2850,1.00E+00,9.34E-01,3.28E-05,0.132,0,0.991,1.22E-04,0.0368,,
2851,9.98E-01,9.34E-01,2.29E-04,0.132,0,0.991,3.64E-04,0.0641,,
2852,9.95E-01,9.34E-01,6.85E-04,0.131,0,0.991,6.06E-04,0.0942,,
2853,9.89E-01,9.34E-01,1.40E-03,0.129,0,0.992,8.44E-04,0.1241,,
2854,9.82E-01,9.34E-01,2.35E-03,0.128,0,0.992,1.08E-03,0.1537,,
2855,9.73E-01,9.34E-01,3.53E-03,0.126,0,0.992,1.31E-03,0.1837,,
2856,9.62E-01,9.34E-01,4.93E-03,0.123,0,0.992,1.54E-03,0.2119,,
2857,9.49E-01,9.34E-01,6.52E-03,0.12,0,0.993,1.76E-03,0.2401,,
2858,9.34E-01,9.34E-01,8.29E-03,0.117,0,0.993,1.97E-03,0.2677,,
2859,9.18E-01,9.34E-01,1.02E-02,0.113,0,0.994,2.17E-03,0.2945,,
2860,9.00E-01,9.34E-01,1.23E-02,0.109,0,0.994,2.37E-03,0.3198,,
2861,8.80E-01,9.34E-01,1.44E-02,0.105,0,0.994,2.55E-03,0.3455,,
2862,8.59E-01,9.34E-01,1.66E-02,0.1,0,0.995,2.73E-03,0.3694,,
2863,8.36E-01,9.34E-01,1.88E-02,0.095,0,0.995,2.89E-03,0.3919,,
2864,8.13E-01,9.34E-01,2.11E-02,0.09,0,0.996,3.05E-03,0.4138,,
2865,7.87E-01,9.34E-01,2.33E-02,0.084,0,0.996,3.19E-03,0.4346,,
2866,7.61E-01,9.34E-01,2.55E-02,0.079,0,0.997,3.31E-03,0.4543,,
2867,7.34E-01,9.34E-01,2.76E-02,0.072,0,0.997,3.43E-03,0.4728,,
2868,7.06E-01,9.34E-01,2.96E-02,0.066,0,0.998,3.53E-03,0.4902,,
2869,6.77E-01,9.34E-01,3.15E-02,0.06,0,0.998,3.62E-03,0.5064,,
2870,6.47E-01,9.34E-01,3.32E-02,0.053,0,0.999,3.69E-03,0.5215,,
2871,6.17E-01,9.34E-01,3.48E-02,0.046,0,0.999,3.75E-03,0.5357,,
2872,5.86E-01,9.34E-01,3.61E-02,0.04,0,0.999,3.79E-03,0.5491,,
2873,5.55E-01,9.34E-01,3.73E-02,0.033,0,0.999,3.82E-03,0.5622,,
2874,5.24E-01,9.34E-01,3.83E-02,0.026,0,1,3.84E-03,0.5756,,
2875,4.92E-01,9.34E-01,3.90E-02,0.019,0,1,3.84E-03,0.5887,0.9337,0.5887
2876,4.61E-01,9.34E-01,3.96E-02,0.012,0,1,3.82E-03,0.6042,,
2877,4.30E-01,9.34E-01,3.99E-02,0.005,0,1,3.79E-03,0.6288,,
2878,3.99E-01,9.34E-01,4.00E-02,-0.005,0,1,3.75E-03,0.6581,,
2879,3.68E-01,9.34E-01,3.97E-02,-0.02,0,1,3.69E-03,0.6665,,
2880,3.38E-01,9.34E-01,3.90E-02,-0.035,0,0.999,3.61E-03,0.6648,,
2881,3.09E-01,9.34E-01,3.79E-02,-0.049,0,0.999,3.53E-03,0.6572,,
2882,2.80E-01,9.34E-01,3.64E-02,-0.063,0,0.998,3.43E-03,0.6424,,
2883,2.52E-01,9.34E-01,3.45E-02,-0.077,0,0.997,3.31E-03,0.6212,,
2884,2.26E-01,9.34E-01,3.24E-02,-0.09,0,0.996,3.19E-03,0.5971,,
2885,2.00E-01,9.34E-01,3.00E-02,-0.103,0,0.995,3.05E-03,0.5669,,
2886,1.75E-01,9.34E-01,2.74E-02,-0.115,0,0.993,2.90E-03,0.5324,,
2887,1.52E-01,9.34E-01,2.46E-02,-0.125,0,0.992,2.74E-03,0.4958,,
2888,1.30E-01,9.34E-01,2.18E-02,-0.136,0,0.991,2.56E-03,0.4532,,
2889,1.10E-01,9.34E-01,1.89E-02,-0.146,0,0.989,2.38E-03,0.408,,
2890,9.11E-02,9.34E-01,1.61E-02,-0.155,0,0.988,2.18E-03,0.3602,,
2891,7.38E-02,9.34E-01,1.34E-02,-0.163,0,0.987,1.98E-03,0.3068,,
2892,5.83E-02,9.34E-01,1.08E-02,-0.17,0,0.985,1.77E-03,0.2507,,
2893,4.45E-02,9.34E-01,8.39E-03,-0.176,0,0.984,1.55E-03,0.1897,,
2894,3.25E-02,9.34E-01,6.22E-03,-0.182,0,0.983,1.32E-03,0.1215,,
2895,2.23E-02,9.34E-01,4.33E-03,-0.187,0,0.982,1.09E-03,0.0445,,
2896,1.40E-02,9.34E-01,2.75E-03,-0.19,0,0.982,8.53E-04,-0.0495,,
2897,7.63E-03,9.34E-01,1.51E-03,-0.193,0,0.981,6.12E-04,-0.1789,,
2898,3.20E-03,9.34E-01,6.38E-04,-0.195,0,0.981,3.68E-04,-0.4093,,
2899,7.40E-04,9.34E-01,1.48E-04,-0.196,0,0.981,1.23E-04,-1.0998,,
Strip 59,,,,,,,,,,
2900,1.00E+00,1.06E+00,3.28E-05,0.132,0,0.991,1.21E-04,0.0368,,
2901,9.98E-01,1.06E+00,2.29E-04,0.132,0,0.991,3.61E-04,0.0641,,
2902,9.95E-01,1.06E+00,6.85E-04,0.131,0,0.991,6.01E-04,0.0941,,
2903,9.89E-01,1.06E+00,1.40E-03,0.129,0,0.992,8.38E-04,0.1239,,
2904,9.82E-01,1.06E+00,2.35E-03,0.128,0,0.992,1.07E-03,0.1535,,
2905,9.73E-01,1.06E+00,3.53E-03,0.126,0,0.992,1.30E-03,0.1835,,
2906,9.62E-01,1.06E+00,4.93E-03,0.123,0,0.992,1.52E-03,0.2117,,
2907,9.49E-01,1.06E+00,6.52E-03,0.12,0,0.993,1.74E-03,0.2399,,
2908,9.34E-01,1.06E+00,8.29E-03,0.117,0,0.993,1.95E-03,0.2674,,
2909,9.18E-01,1.06E+00,1.02E-02,0.113,0,0.994,2.15E-03,0.2942,,
2910,9.00E-01,1.06E+00,1.23E-02,0.109,0,0.994,2.35E-03,0.3194,,
2911,8.80E-01,1.06E+00,1.44E-02,0.105,0,0.994,2.53E-03,0.3451,,
2912,8.59E-01,1.06E+00,1.66E-02,0.1,0,0.995,2.71E-03,0.3689,,
2913,8.36E-01,1.06E+00,1.88E-02,0.095,0,0.995,2.87E-03,0.3914,,
2914,8.13E-01,1.06E+00,2.11E-02,0.09,0,0.996,3.02E-03,0.4132,,
2915,7.87E-01,1.06E+00,2.33E-02,0.084,0,0.996,3.16E-03,0.434,,
2916,7.61E-01,1.06E+00,2.55E-02,0.079,0,0.997,3.29E-03,0.4537,,
2917,7.34E-01,1.06E+00,2.76E-02,0.072,0,0.997,3.40E-03,0.4722,,
2918,7.06E-01,1.06E+00,2.96E-02,0.066,0,0.998,3.50E-03,0.4895,,
2919,6.77E-01,1.06E+00,3.15E-02,0.06,0,0.998,3.59E-03,0.5056,,
2920,6.47E-01,1.06E+00,3.32E-02,0.053,0,0.999,3.66E-03,0.5207,,
2921,6.17E-01,1.06E+00,3.48E-02,0.046,0,0.999,3.72E-03,0.5349,,
2922,5.86E-01,1.06E+00,3.61E-02,0.04,0,0.999,3.76E-03,0.5483,,
2923,5.55E-01,1.06E+00,3.73E-02,0.033,0,0.999,3.79E-03,0.5613,,
2924,5.24E-01,1.06E+00,3.83E-02,0.026,0,1,3.81E-03,0.5746,,
2925,4.92E-01,1.06E+00,3.90E-02,0.019,0,1,3.81E-03,0.5877,1.055,0.5877
2926,4.61E-01,1.06E+00,3.96E-02,0.012,0,1,3.79E-03,0.6032,,
2927,4.30E-01,1.06E+00,3.99E-02,0.005,0,1,3.76E-03,0.6278,,
2928,3.99E-01,1.06E+00,4.00E-02,-0.005,0,1,3.72E-03,0.657,,
2929,3.68E-01,1.06E+00,3.97E-02,-0.02,0,1,3.66E-03,0.6653,,
2930,3.38E-01,1.06E+00,3.90E-02,-0.035,0,0.999,3.58E-03,0.6635,,
2931,3.09E-01,1.06E+00,3.79E-02,-0.049,0,0.999,3.50E-03,0.6559,,
2932,2.80E-01,1.06E+00,3.64E-02,-0.063,0,0.998,3.40E-03,0.641,,
2933,2.52E-01,1.06E+00,3.45E-02,-0.077,0,0.997,3.29E-03,0.6197,,
2934,2.26E-01,1.06E+00,3.24E-02,-0.09,0,0.996,3.16E-03,0.5955,,
2935,2.00E-01,1.06E+00,3.00E-02,-0.103,0,0.995,3.02E-03,0.5653,,
2936,1.75E-01,1.06E+00,2.74E-02,-0.115,0,0.993,2.88E-03,0.5306,,
2937,1.52E-01,1.06E+00,2.46E-02,-0.125,0,0.992,2.71E-03,0.4939,,
2938,1.30E-01,1.06E+00,2.18E-02,-0.136,0,0.991,2.54E-03,0.4511,,
2939,1.10E-01,1.06E+00,1.89E-02,-0.146,0,0.989,2.36E-03,0.4058,,
2940,9.11E-02,1.06E+00,1.61E-02,-0.155,0,0.988,2.17E-03,0.3578,,
2941,7.38E-02,1.06E+00,1.34E-02,-0.163,0,0.987,1.96E-03,0.3042,,
2942,5.83E-02,1.06E+00,1.08E-02,-0.17,0,0.985,1.75E-03,0.2477,,
2943,4.45E-02,1.06E+00,8.39E-03,-0.176,0,0.984,1.54E-03,0.1862,,
2944,3.25E-02,1.06E+00,6.22E-03,-0.182,0,0.983,1.31E-03,0.1175,,
2945,2.23E-02,1.06E+00,4.33E-03,-0.187,0,0.982,1.08E-03,0.0395,,
2946,1.40E-02,1.06E+00,2.75E-03,-0.19,0,0.982,8.46E-04,-0.0558,,
2947,7.63E-03,1.06E+00,1.51E-03,-0.193,0,0.981,6.07E-04,-0.1877,,
2948,3.20E-03,1.06E+00,6.38E-04,-0.195,0,0.981,3.65E-04,-0.4237,,
2949,7.40E-04,1.06E+00,1.48E-04,-0.196,0,0.981,1.22E-04,-1.1343,,
Strip 60,,,,,,,,,,
2950,1.00E+00,1.18E+00,3.28E-05,0.132,0,0.991,1.20E-04,0.0367,,
2951,9.98E-01,1.18E+00,2.29E-04,0.132,0,0.991,3.58E-04,0.064,,
2952,9.95E-01,1.18E+00,6.85E-04,0.131,0,0.991,5.95E-04,0.0939,,
2953,9.89E-01,1.18E+00,1.40E-03,0.129,0,0.992,8.30E-04,0.1238,,
2954,9.82E-01,1.18E+00,2.35E-03,0.128,0,0.992,1.06E-03,0.1533,,
2955,9.73E-01,1.18E+00,3.53E-03,0.126,0,0.992,1.29E-03,0.1833,,
2956,9.62E-01,1.18E+00,4.93E-03,0.123,0,0.992,1.51E-03,0.2114,,
2957,9.49E-01,1.18E+00,6.52E-03,0.12,0,0.993,1.73E-03,0.2395,,
2958,9.34E-01,1.18E+00,8.29E-03,0.117,0,0.993,1.93E-03,0.267,,
2959,9.18E-01,1.18E+00,1.02E-02,0.113,0,0.994,2.13E-03,0.2938,,
2960,9.00E-01,1.18E+00,1.23E-02,0.109,0,0.994,2.33E-03,0.319,,
2961,8.80E-01,1.18E+00,1.44E-02,0.105,0,0.994,2.51E-03,0.3446,,
2962,8.59E-01,1.18E+00,1.66E-02,0.1,0,0.995,2.68E-03,0.3684,,
2963,8.36E-01,1.18E+00,1.88E-02,0.095,0,0.995,2.84E-03,0.3908,,
2964,8.13E-01,1.18E+00,2.11E-02,0.09,0,0.996,2.99E-03,0.4126,,
2965,7.87E-01,1.18E+00,2.33E-02,0.084,0,0.996,3.13E-03,0.4334,,
2966,7.61E-01,1.18E+00,2.55E-02,0.079,0,0.997,3.26E-03,0.453,,
2967,7.34E-01,1.18E+00,2.76E-02,0.072,0,0.997,3.37E-03,0.4714,,
2968,7.06E-01,1.18E+00,2.96E-02,0.066,0,0.998,3.47E-03,0.4887,,
2969,6.77E-01,1.18E+00,3.15E-02,0.06,0,0.998,3.56E-03,0.5048,,
2970,6.47E-01,1.18E+00,3.32E-02,0.053,0,0.999,3.63E-03,0.5198,,
2971,6.17E-01,1.18E+00,3.48E-02,0.046,0,0.999,3.69E-03,0.5339,,
2972,5.86E-01,1.18E+00,3.61E-02,0.04,0,0.999,3.73E-03,0.5473,,
2973,5.55E-01,1.18E+00,3.73E-02,0.033,0,0.999,3.76E-03,0.5602,,
2974,5.24E-01,1.18E+00,3.83E-02,0.026,0,1,3.77E-03,0.5736,,
2975,4.92E-01,1.18E+00,3.90E-02,0.019,0,1,3.77E-03,0.5866,1.176,0.5866
2976,4.61E-01,1.18E+00,3.96E-02,0.012,0,1,3.76E-03,0.602,,
2977,4.30E-01,1.18E+00,3.99E-02,0.005,0,1,3.73E-03,0.6265,,
2978,3.99E-01,1.18E+00,4.00E-02,-0.005,0,1,3.68E-03,0.6557,,
2979,3.68E-01,1.18E+00,3.97E-02,-0.02,0,1,3.62E-03,0.664,,
2980,3.38E-01,1.18E+00,3.90E-02,-0.035,0,0.999,3.55E-03,0.6621,,
2981,3.09E-01,1.18E+00,3.79E-02,-0.049,0,0.999,3.47E-03,0.6544,,
2982,2.80E-01,1.18E+00,3.64E-02,-0.063,0,0.998,3.37E-03,0.6394,,
2983,2.52E-01,1.18E+00,3.45E-02,-0.077,0,0.997,3.26E-03,0.6181,,
2984,2.26E-01,1.18E+00,3.24E-02,-0.09,0,0.996,3.13E-03,0.5937,,
2985,2.00E-01,1.18E+00,3.00E-02,-0.103,0,0.995,3.00E-03,0.5634,,
2986,1.75E-01,1.18E+00,2.74E-02,-0.115,0,0.993,2.85E-03,0.5286,,
2987,1.52E-01,1.18E+00,2.46E-02,-0.125,0,0.992,2.69E-03,0.4918,,
2988,1.30E-01,1.18E+00,2.18E-02,-0.136,0,0.991,2.52E-03,0.4488,,
2989,1.10E-01,1.18E+00,1.89E-02,-0.146,0,0.989,2.34E-03,0.4033,,
2990,9.11E-02,1.18E+00,1.61E-02,-0.155,0,0.988,2.15E-03,0.3551,,
2991,7.38E-02,1.18E+00,1.34E-02,-0.163,0,0.987,1.95E-03,0.3011,,
2992,5.83E-02,1.18E+00,1.08E-02,-0.17,0,0.985,1.74E-03,0.2443,,
2993,4.45E-02,1.18E+00,8.39E-03,-0.176,0,0.984,1.52E-03,0.1823,,
2994,3.25E-02,1.18E+00,6.22E-03,-0.182,0,0.983,1.30E-03,0.1129,,
2995,2.23E-02,1.18E+00,4.33E-03,-0.187,0,0.982,1.07E-03,0.0339,,
2996,1.40E-02,1.18E+00,2.75E-03,-0.19,0,0.982,8.38E-04,-0.0629,,
2997,7.63E-03,1.18E+00,1.51E-03,-0.193,0,0.981,6.02E-04,-0.1977,,
